Code,Name,Category Code,Unit,Size,Cost,Price,Alert Quantity, Tax Rate Name
PRO32622-1,"PRO32622-1, Lower Bake Element",C1,box,NA,58.99,89.09,2,GST
PRO-IM102-01,"PRO-IM102-01, Lower Bake Element",C1,box,NA,89.26,131.81,2,GST
GLO-10110496,LOWER ELEMENT,C1,box,NA,68.4,89.09,2,GST
GLO-GLO52-01,LOWER ELEMENT,C1,box,NA,54.95,89.09,2,GST
ED-GN616021,Lower element pearled,C1,box,NA,42.5,89.09,2,GST
BSH-00797518,MAIN CONTROL BOARD,C1,box,NA,63.89,100,2,GST
FP-421232NAP,MAIN CONTROL BOARD,C1,box,NA,118.13,162.27,2,GST
FP-838196P,Main Control Board,C1,box,NA,105.67,159.09,2,GST
PRO-303203100988,Main Control Board Assembly,C1,box,NA,112.2,169.09,2,GST
QT-4681EN1010D,Main Motor,C1,box,NA,140,210,2,GST
BWG-W10527555,"BWG-W10527555, MAIN PCB",C1,box,NA,82.72,126.36,2,GST
DS-1899390705,"DS-1899390705, MAIN PCB",C1,box,NA,122.4,182.72,2,GST
EN-70X0023,"EN-70X0023, MAIN PCB",C1,box,NA,173.79,262.72,2,GST
SAM-DA41-00099C,"SAM-DA41-00099C, Main PCB",C1,box,NA,50.45,89.09,2,GST
SAM-DA41-00205A,"SAM-DA41-00205A, MAIN PCB",C1,box,NA,75.58,153.63,2,GST
QT-EBR35455701,MAIN PCB ASSY,C1,box,NA,109,109.09,2,GST
SAM-DD82-01040A,MAIN PCB ASSY,C1,box,NA,88.07,180.9,2,GST
TEC-674001000480,MAIN PCB ASSY,C1,box,NA,49.12,74.54,2,GST
QT-EBR49014303,MAIN PCB LG,C1,box,NA,136,204,2,GST
GLO-040899009927R,MAIN SELECTOR SWITCH,C1,box,NA,73.5,110.9,2,GST
FP-792475,Main/Display PCB ASSY FP DW,C1,box,NA,70,105.45,2,GST
FP-525958MP,MAINS FILTER,C1,box,NA,36,71.81,2,GST
FP-523253,MAINS POWER FILTER,C1,box,NA,66.66,100,2,GST
BWG-4396395,Maytag Fridge Water Filter,C1,box,NA,70.45,89.09,2,GST
FP-H012G6050032,MICROSWITCH DOOR,C1,box,NA,26,26.36,2,GST
QT-690181A0011C,MICROWAVE FUSE ASSY (LG),C1,box,NA,10,26.2,2,GST
QT-6170W1D056M,MICROWAVE TRANSFORMER (LG),C1,box,NA,25,62.72,2,GST
FP-814534P,MOD CONTROLLER,C1,box,NA,180,180.9,2,GST
AR-C00145013,Module Front Loader Ariston,C1,box,NA,156.86,203.91,2,GST
NS-0628271101,MOTOR CONTROL UNIT,C1,box,NA,72.72,109.09,2,GST
ED-WR60X10074,MOTOR EVAP FAN WITH SENSOR,C1,box,NA,999,999,2,GST
NS-1453263,MOTOR FAN EVAP 5W ROHS,C1,box,NA,31.81,62.72,2,GST
ED-74x1146,MOTOR FAN KLEENMAID,C1,box,NA,89.26,169.16,2,GST
GLO-0214002118,MOTOR FAN OVEN,C1,box,NA,36,89.09,2,GST
FP-524185P,MOTOR ROTOR,C1,box,NA,72.72,109.09,2,GST
FP-528136P,MOTOR ROTOR,C1,box,NA,59.39,89.09,2,GST
GLO-MSA-R79C,MSA-312 single infinite control switch 6mm D Shaft. Simmerstat mounted with two screws 15Amp,C1,box,NA,29,69,2,GST
GLO-811730142,MULTI FUNCTION SWITCH,C1,box,NA,42.8,89.09,2,GST
GLO-811730261,MULTI FUNCTION SWITCH,C1,box,NA,99,99,2,GST
GLO-C00074281,MULTI FUNCTION SWITCH,C1,box,NA,43.13,71.81,2,GST
IL-A-034-08,Multi function Switch ILVE oven,C1,box,NA,84.6,126.9,2,GST
GLO-EF42.09000.014,MULTI SWITCH,C1,box,NA,34.32,80.9,2,GST
SAM-1270J5,MULTI V BELT,C1,box,NA,49,49,2,GST
ED-5950919,MWF GFW Uni Water filter internal,C1,box,NA,55.89,111.78,2,GST
AN-YT482326,NEON,C1,box,NA,22.76,35.45,2,GST
ED-1090069,NEPTUNE REPAIR KIT PCB & MOTOR,C1,box,NA,324.8,607.27,2,GST
BSH-00611331,NON RETURN VALVE,C1,box,NA,7.19,13.63,2,GST
AS-200312,Nut Sump,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ASKO APPLIANCES (AUST) PTY LTD,2,GST
NS0534200178,On off Switch,C1,box,NA,10,20,2,GST
NS-1170207-01/1,ON/OFF BUTTON WHITE,C1,box,NA,4.54,9.09,2,GST
[NS-0534300050] ON/OFF SWITCH,ON/OFF SWITCH,C1,box,NA,13.63,27.27,2,GST
NS-1111433-60/1,On/Off Switch,C1,box,NA,18.18,40,2,GST
TEC-674000300045,ON/OFF SWITCH,C1,box,NA,6.1,12.72,2,GST
EU-A/106/20,Orange Pilot Light (small),C1,box,NA,9,20,2,GST
AS-246775,O'Ring,C1,box,NA,9.55,14.33,2,GST
FP-574867P,Outer Glass Door,C1,box,NA,83.76,126.36,2,GST
MT-SANT1769069500,OUTER GLASS DOOR,C1,box,NA,235,308.18,2,GST
SE-W063B,OUTLET HOSE 2.5/3M,C1,box,NA,6.6,26.36,2,GST
BSH-00472696,OUTTA DOOR GLASS BOSCH,C1,box,NA,373.49,485.53,2,GST
BS-00472696,Outter Door Glass Bosch Oven,C1,box,NA,373.49,485.53,2,GST
PR-AIM521260000095,OVEN DOOR HINGE,C1,box,NA,51.5,77.27,2,GST
FP-528112,LID ACHATOR KIT TOP DD FP,C1,box,NA,59.39,89.09,2,GST
FP-528113,LID ACLUATOR KIT BOTTOM,C1,box,NA,59.39,89.09,2,GST
FP-522085,LID ACLUATOR TOP NO WIRE,C1,box,NA,53.93,80.9,2,GST
QT-ES671,LID SWITCH,C1,box,NA,41.81,62.72,2,GST
CAM-18-TE-1930-0,M16878/4-BHE-0-BLACK NEMA HP3,C1,box,NA,165,4.54,2,GST
CAM-18-TE-1930-2,M16878/4-BHE-2 RED NEMA HP3,C1,box,NA,165,4.54,2,GST
SE-35-2279,MAYTAG BELT,C1,box,NA,23.5,44.54,2,GST
SE-136922006,MAYTAG PUMP NEW PULLY,C1,box,NA,39,109.09,2,GST
NS1448988,MECHANICAL CONTROL THERMOSTAT,C1,box,NA,30,92.72,2,GST
NS-RFN003,MOTOR ASSY FAN,C1,box,NA,59.39,89.09,2,GST
QT-420690NZP,MOTOR CONTROL MODULE,C1,box,NA,120.6,180.9,2,GST
QT-426974NZP,MOTOR CONTROL MODULE,C1,box,NA,120.6,180.9,2,GST
QT-820817P,MOTOR CONTROL MODULE,C1,box,NA,102.42,153.63,2,GST
QT-LP337HD,MOTOR COUPLER,C1,box,NA,41.81,62.72,2,GST
QT-WP003L,MOTOR COUPLER,C1,box,NA,41.81,62.72,2,GST
NS - 242031606,MOTOR FAN & SHRD CON ASSY,C1,box,NA,95.45,130.32,2,GST
ED-MA22003856,Motor Variable Speed,C1,box,NA,178,267,2,GST
EU-A/080/11,Orange Light Cover (small),C1,box,NA,5.23,10,2,GST
HAP-255100045,OVEN DOOR SEAL,C1,box,NA,14.63,35.45,2,GST
IL-A/094/69,OVEN DOOR SEAL 4 SIDED,C1,box,NA,27.9,44.54,2,GST
GLO-EFC200153,OVEN FAN MOTOR,C1,box,NA,26,89.09,2,GST
GLO-EFC200157   (9683),OVEN FAN MOTOR KIT,C1,box,NA,28.2,89.09,2,GST
GLO-795210620,Oven fan Motor Smeg,C1,box,NA,59,98,2,GST
SM-754131050,OVEN GASKET,C1,box,NA,27.66,44.54,2,GST
DS-066123,OVERHEAT THERMOSTAT 160 DEG,C1,box,NA,13.71,23.63,2,GST
ED-WR55X10063,PCB,C1,box,NA,153.08,230,2,GST
NS-MFS-J845-02,PCB ASSY,C1,box,NA,999,999,2,GST
NS-973911515039003,PCB COMPLETE,C1,box,NA,80,126.36,2,GST
NS-973911915303003,PCB CONFIGURED (EDW1100),C1,box,NA,180,180,2,GST
ED-12784417,PCB DISPLAY BOARD,C1,box,NA,197.23,299.08,2,GST
SAM-DA41-00206B,PCB PANEL,C1,box,NA,35.46,71.81,2,GST
NS-1450206,PEDESTAL HANDLE SS,C1,box,NA,10,15.45,2,GST
NS-1443893,PEDESTAL HANDLE WHITE RS662V,C1,box,NA,7.27,10.9,2,GST
NS-50518,PIEZO IGNITER,C1,box,NA,16.36,29,2,GST
QT-6411FD1097M,POWER CORD,C1,box,NA,18.18,35.45,2,GST
ED-2452087,POWER RELAY,C1,box,NA,15,80.9,2,GST
SM-816210372,"SM-816210372, Pressure Switch",C1,box,NA,32.19,49.09,2,GST
SM-758972562,Pressure Tube,C1,box,NA,6.04,11.81,2,GST
AR-C00264221,Program select knob white,C1,box,NA,5.57,11.14,2,GST
DS-AS0000144,Programme Knob (set 3),C1,box,NA,15.36,26.36,2,GST
GLO-AS0000144,Programme Knobs (ea) 3,C1,box,NA,14.6,21.9,2,GST
NS-1250125-20/8,Pulley Dryer Electrolux 1250125-20/8,C1,box,NA,9.25,13.87,2,GST
QT-MG004S,PUMP ASSY MAYTAG,C1,box,NA,35,89.09,2,GST
SE-UNI209C,PUMP PLASET,C1,box,NA,69,69,2,GST
QT-FP005,PUMP SMART DRIVE,C1,box,NA,29,62.72,2,GST
SE-UNI087H,PUMP SYNCH UNIVERSAL DPS 25-031,C1,box,NA,19.89,62.72,2,GST
NS-0214477037,PUMP WASH MOTOR,C1,box,NA,85.45,128.18,2,GST
QT-790933,REAR RAIL CLIPS,C1,box,NA,3.1,9.09,2,GST
FP-315090P,Rear wheel assy FP Fridge,C1,box,NA,11.93,17.89,2,GST
FP-521787,RECESS LATCH WHITE,C1,box,NA,18.18,18.18,2,GST
FP-420514P,RECIRCULATION HOSE ASSY,C1,box,NA,12.57,26.36,2,GST
SE-FP002,REED SWITCH,C1,box,NA,17.57,26.36,2,GST
ED-W10503278,REFRIGERATOR ELECTRONIC DISPLAY BOARD,C1,box,NA,185,277.5,2,GST
GLO-41.32923.001,REGULATOR BLANCO SINGLE COOKTOP,C1,box,NA,99,99,2,GST
SE-R012,RELAY OVERLOAD,C1,box,NA,26,26.36,2,GST
SE-RF132N,RELAY OVERLOAD,C1,box,NA,44,44.54,2,GST
END-811650197,Relay PCB,C1,box,NA,140.8,210.9,2,GST
EU-A/438/02,Resistance Support,C1,box,NA,17.1,29,2,GST
FP-527787P,RFI BOTTOM PCB FP DD605,C1,box,NA,43.84,65.76,2,GST
BSH-00432073,RING,C1,box,NA,35.99,59.09,2,GST
QT-4413ER1001D,ROTOR ASSY,C1,box,NA,42,63,2,GST
FP-420776P,ROTOR SENSOR,C1,box,NA,999,999,2,GST
FP-420296P,RPS SENSOR,C1,box,NA,59.39,89.09,2,GST
AN-YS9686377500,RUBBER STRIPS,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ANDI-CO,2,GST
BWG-2201147,RUN CAPACITOR,C1,box,NA,20.9,38.18,2,GST
GLO-NC170,SAFETY CUT OUT 170,C1,box,NA,12,26.36,2,GST
GLO-T503-55,SAFETY SWITCH,C1,box,NA,69,69,2,GST
GLO-T503-60,SAFETY SWITCH,C1,box,NA,69,69,2,GST
SM-764972531,SELECTION KNOB,C1,box,NA,10.96,21.81,2,GST
FP-574600,SELECTOR SWITCH,C1,box,NA,30.78,53.63,2,GST
GLO-0534001715,Selector Switch,C1,box,NA,19.2,41.81,2,GST
GLO-811730125,SELECTOR SWITCH,C1,box,NA,39,80.9,2,GST
PRO-602031,SELECTOR SWITCH,C1,box,NA,66,99.09,2,GST
NS-534001695,SELECTOR SWITCH 4 POSITION,C1,box,NA,99,99,2,GST
TEC-PA210032007,Selector Switch 8 Position,C1,box,NA,36.32,71.81,2,GST
AS-200408,Sensing Device,C1,box,NA,17.57,26.37,2,GST
FP-424348P,SENSOR,C1,box,NA,999,999,2,GST
SAM-DA32-10105V,SENSOR,C1,box,NA,35,35.45,2,GST
AS-200518,Sensor Aqua,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ASKO APPLIANCES (AUST) PTY LTD,2,GST
QT-6501EA2001A,Sensor ASSEM LG,C1,box,NA,12,24,2,GST
QT-6501EA2001B,Sensor ASSEM LG,C1,box,NA,23,46,2,GST
QT-6501KW2001A,SENSOR ASSY,C1,box,NA,41.81,62.72,2,GST
FP-321107,SENSOR ICEMAKER,C1,box,NA,27,27.27,2,GST
AS-8073839,Sensor Pressure,C1,box,NA,86.31,129.09,2,GST
SE-156A,SHAFT EXT LARGE,C1,box,NA,2.5,10,2,GST
SE-SE156B,SHAFT EXTENSION SHORT,C1,box,NA,5,18.18,2,GST
GLO-M82314,SIMMERSTAT,C1,box,NA,28.2,82.72,2,GST
GLO-MP101,SIMMERSTAT,C1,box,NA,11,44.54,2,GST
NS-0534001695,SIMMERSTAT DUAL CONTROL,C1,box,NA,98,98,2,GST
SE-BT-405],SIMPSON BRUSH KITS- SUITS WPOOL & LG,C1,box,NA,22,52.72,2,GST
GLO-50.57021.010,Single Cooktop Control,C1,box,NA,28,62.72,2,GST
FP-529091,SLIDE & BRACKET ASSY RH,C1,box,NA,108,108.18,2,GST
FP-529090,SLIDE & BRACKET LHS ASSY,C1,box,NA,56.68,108.18,2,GST
SM-754130519,SMEG DOOR SEAL 4 SIDE,C1,box,NA,99,99,2,GST
SM-931330461,SMEG OVEN DOOR HINGES,C1,box,NA,15.77,44.54,2,GST
SM-814490216,SMEG OVEN DOOR SWITCH,C1,box,NA,26.61,62.72,2,GST
QT-E2900,OVEN ELEMENT,C1,box,NA,98,98,2,GST
NS-56158,OVEN FAN MOTOR SUITS CHEF,C1,box,NA,43.63,72.72,2,GST
GLO-EF55.17059.210,Oven thermostat,C1,box,NA,39.64,62.72,2,GST
DS-133308001,OVERHEAT KILXON,C1,box,NA,3.22,999,2,GST
SAM-DA97-05247S,PANEL KIT S/S,C1,box,NA,72.72,109.09,2,GST
SAM-DA97-05290Q,PANEL KIT S/S,C1,box,NA,72.72,109.09,2,GST
FP-821183P,PC FAN ASSY,C1,box,NA,72.72,109.09,2,GST
FP-884518P,PC FAN ASSY,C1,box,NA,66.66,100,2,GST
SE-RF372,PIPE INSULATION 1/4 INCH,C1,box,NA,6.06,9.09,2,GST
QT-PMP229,PLASET PUMP BAYONET FIT,C1,box,NA,18,62.72,2,GST
AN-YL6133694,POWER & OPERATING PCB ASSM,C1,box,NA,153.25,0,2,GST
PRO FREIGHT,Pronto Freight,C1,box,NA,10,10,2,GST
QT-PMP088,PUMP SYNCARONOUS,C1,box,NA,41.81,62.72,2,GST
QT-PMP230ASKOLL,PUMP SYNCONOUS ASKOLL,C1,box,NA,21,62.72,2,GST
QT-PMP088P,PUMP SYNCRONOUS 3 LUGS BASE 34 WATTS,C1,box,NA,18,62.72,2,GST
END-104243,Rangehood Control PCB,C1,box,NA,70.92,107.27,2,GST
AN-YFAGR03383,Rangehood Motor Assy,C1,box,NA,194.93,262.72,2,GST
SE-RF015B,RELAY OVERLOAD UNIVERSAL,C1,box,NA,62,62.72,2,GST
RS-2452087,RELAY POWER230VAC,C1,box,NA,27.9,62.72,2,GST
TEC-PA210032008,SELECTOR SWITCH,C1,box,NA,36.32,71.81,2,GST
AN-YL9590142,SENSOR UNIVERSAL (4.7 OHMS),C1,box,NA,56.49,81.82,2,GST
TEC-FREIGHT,FREIGHT,C1,box,NA,18.18,18.18,2,GST
ED-21002026,SNUBBER RING,C1,box,NA,999,999,2,GST
DS-1718601000,SOAP DISPENSER,C1,box,NA,72,107.27,2,GST
QT-E1000,SOCKET,C1,box,NA,999,999,2,GST
BSH-00420735,SPACERS OVEN DOOR GLASS,C1,box,NA,4.04,8.08,2,GST
FP-521055,SPRAY ARM RETAINER,C1,box,NA,4.54,4.54,2,GST
SM-895090422,SPRING INTEGRATED FRONT PANEL,C1,box,NA,3.66,8.18,2,GST
GLO-821152,St George Lower Bake Element,C1,box,NA,62.2,93.63,2,GST
STAR-W064,STAINLESS STEEL HOSE 2M & ELBOW,C1,box,NA,12,26.36,2,GST
BWG-2312007,Start Device,C1,box,NA,42.72,62.72,2,GST
BSH-00418733,START SWITCH,C1,box,NA,15.29,35.45,2,GST
QT-4417EA1002G,STATOR ASSY,C1,box,NA,97,145.5,2,GST
BWG-61005886,STRIKE CENTRE,C1,box,NA,13.18,26.36,2,GST
SE-UNI254,SUPPORT BUSH & SPIGOT KIT,C1,box,NA,17.57,26.36,2,GST
ED-12603701,SUPPORT CRISP FRAME,C1,box,NA,9.36,16.36,2,GST
NS-1526204-02/7,Suppressor Interference,C1,box,NA,17.27,26.36,2,GST
SAM-DA61-70253A,SUPT-ICE,C1,box,NA,11.63,17.45,2,GST
QT - 421127P,Suspension Rod Kit,C1,box,NA,67,109.09,2,GST
QT-421127P,Suspension Rod Kit,C1,box,NA,72.72,109.09,2,GST
NS-119155400K,SUSPENSION RODS (4PK) SIMPSON,C1,box,NA,41.81,68.18,2,GST
QT-420952P,Suspension Rods (pk 4),C1,box,NA,67.5,109.09,2,GST
FP-420952P,Suspension Rods (pk4),C1,box,NA,65.61,109.09,2,GST
GLO-46431,SWAN SELECTOR SWITCH,C1,box,NA,19,49,2,GST
GLO-55869,SWAN SELECTOR SWITCH,C1,box,NA,14,49.09,2,GST
SE-EF21,SWITCH,C1,box,NA,10,62.72,2,GST
SE-EF23,SWITCH,C1,box,NA,10,44.54,2,GST
SE-MSV-700,SWITCH,C1,box,NA,98,98,2,GST
QT-6500FD1154C,SWITCH ASSY PRESSURE,C1,box,NA,38,38.18,2,GST
QT-6601ER1005A,SWITCH DOOR ASSY F/LOADER LG,C1,box,NA,44,44.54,2,GST
SE-RF060,SWITCH DOOR WPOOL,C1,box,NA,18,18.18,2,GST
GLO-M3V700 (MP104),SWITCH INF HEAT KIT,C1,box,NA,10,53.63,2,GST
GLO-610147,SWITCH INTERLOCK DOOR F/LOADER BOSCH,C1,box,NA,53,53.63,2,GST
GLO-42.08000.009,SWITCH M/FUNCTION 8 POS 0534001653,C1,box,NA,16.2,40,2,GST
EGO-A/034/09,SWITCH MULTI FUNCTION,C1,box,NA,54,109.09,2,GST
SE-DWS001,SWITCH ON/OFF,C1,box,NA,26,26.36,2,GST
609400031,"0609400031, SWITCH ON/OFF & BRKT ASSY",C1,box,NA,11,29,2,GST
SE-609400031,SWITCH ON/OFF & BRKT ASSY,C1,box,NA,11,26.36,2,GST
SE-DWS001 (609400031),SWITCH ON/OFF & BRKT ASSY,C1,box,NA,11,29,2,GST
QT-0609400031,SWITCH ON/OFF DISHLEX WESTINGHOUSE,C1,box,NA,10,26.36,2,GST
GLO-534-1-633,SWITCH ROTARY 4 POSITION,C1,box,NA,44,44.54,2,GST
QT-6600JB2005A,SWITXH DOOR LG,C1,box,NA,18,18.18,2,GST
TEC-1170000004,Technika Dual Grill 16cm plate,C1,box,NA,59.88,89.82,2,GST
GLO-GLO13-01,Technika Dual Grill 16cm plate 1170000004,C1,box,NA,44,88,2,GST
TEC-B60119,Technika Dual grill Element 10cm plate,C1,box,NA,86.89,130.33,2,GST
GLO-GLO83-02,Technika Dual grill Element 10cm plate B60119,C1,box,NA,57.5,115,2,GST
TEC-1170000010,Technika SNG Grill element 16cm plate,C1,box,NA,40.86,89.09,2,GST
GLO-GLO12-04,Technika SNG Grill element 16cm plate 1170000010,C1,box,NA,48.8,97.6,2,GST
SE-RF159,THERMAL CUT OUT,C1,box,NA,26,26.36,2,GST
NS-1448618,THERMAL FUSE,C1,box,NA,29,39,2,GST
FP-H012G6010009,THERMAL LIMITER,C1,box,NA,62,62.72,2,GST
PR-MSFHHZA105WREZ,THERMISITOR,C1,box,NA,38.9,59.09,2,GST
QT-6322FR2046Z,THERMISTOR LG,C1,box,NA,9,18,2,GST
AN-XT481914,THERMOSTAT,C1,box,NA,57.14,89.09,2,GST
DS-041099009901R,THERMOSTAT,C1,box,NA,89.2,121.63,2,GST
GLO-0541001931,Thermostat,C1,box,NA,25.85,53.63,2,GST
GLO-55.17052.040,THERMOSTAT,C1,box,NA,39.29,80.9,2,GST
GLO-55.17059.180,THERMOSTAT,C1,box,NA,23.44,62.72,2,GST
GLO-55.17063,THERMOSTAT,C1,box,NA,25.85,80.9,2,GST
GLO-55.17063.040,THERMOSTAT,C1,box,NA,25.85,80.9,2,GST
GLO-EFG201,THERMOSTAT,C1,box,NA,40,89.09,2,GST
NS-49745,THERMOSTAT,C1,box,NA,65.45,98.18,2,GST
TEC-PA210036002,THERMOSTAT,C1,box,NA,33.79,62.72,2,GST
NS-500641,THERMOSTAT CONTROL,C1,box,NA,99,99,2,GST
AN-YT404902,THERMOSTAT CONTROL KNOB,C1,box,NA,24.1,40.9,2,GST
SE-LVS5,THERMOSTAT FREEZER,C1,box,NA,41.81,62.72,2,GST
SE-RF165,THERMOSTAT FREEZER,C1,box,NA,41.81,62.72,2,GST
SE-VF3,THERMOSTAT FREEZER,C1,box,NA,41.81,62.72,2,GST
SE-VT9,THERMOSTAT FRIDGE,C1,box,NA,41.81,62.72,2,GST
GLO-T503/145,THERMOSTAT OVERHEAT,C1,box,NA,26,26.36,2,GST
GLO-D103,THERMOSTAT OVERHEAT 100 DEG,C1,box,NA,26,26.36,2,GST
END-041199009912R,Thermostat Overheat 110deg,C1,box,NA,31.25,62.72,2,GST
GLO-041199009912R,Thermostat Overheat 110deg,C1,box,NA,12.5,44.54,2,GST
GLO-D122,THERMOSTAT OVERHEAT 250 DEG,C1,box,NA,26,26.36,2,GST
ED-CK150,THERMOSTAT/MULTI SWITCH KLEENMAID,C1,box,NA,25,89.09,2,GST
GLO-041099009904R,THERMOSTAT-SWITCH COMBINED,C1,box,NA,79,136.36,2,GST
ED-WR01X10200,Thimble Door,C1,box,NA,2.5,5.45,2,GST
DS-70X1227,Timer,C1,box,NA,116.88,175.45,2,GST
GLO-70X1227,Timer,C1,box,NA,88,131.81,2,GST
QT-Z1448728,TIMER DEFROST 8 HR ROHS N520F,C1,box,NA,19,80.9,2,GST
GLO-0609100270,TIMER OVEN,C1,box,NA,71,71.81,2,GST
NS-0574400062,TIMER SWITCH,C1,box,NA,76.36,117.27,2,GST
NS-147128200,TOP CROSS MEMBER,C1,box,NA,11.81,26.36,2,GST
GLO-545-1-907,Trim Ring 0545001907,C1,box,NA,8.69,13.63,2,GST
AS-441334,Tube,C1,box,NA,17.57,26.37,2,GST
SE-RF110D,UNIVERSAL DEFROST HEATER LONG,C1,box,NA,41.81,62.72,2,GST
SE-RF100D,UNIVERSAL DEFROST HEATER MED,C1,box,NA,41.81,62.72,2,GST
NS-RF011,SOLID STATE RELAY,C1,box,NA,62,62.72,2,GST
SE-W064,STAINLESS STEEL HOSE 2M & ELBOW,C1,box,NA,12,26.36,2,GST
NS-0012377009K,SUPPORT BUSH & SPIGOT KIT,C1,box,NA,17.57,26.36,2,GST
PR-MSRTHMA085WREO,TEMPERATURE THERMOSTAT,C1,box,NA,15.95,26.36,2,GST
SE-RF810,THERMAL FUSE,C1,box,NA,18,18.18,2,GST
FP-813822,THERMISTOR KIT 525,C1,box,NA,21.09,44.54,2,GST
SE-UNI270,UNIVERSAL DRAIN PUMP,C1,box,NA,72.72,109.09,2,GST
SE-UNI272,UNIVERSAL DRAIN PUMP,C1,box,NA,10,62.72,2,GST
SE-UNI273,UNIVERSAL DRAIN PUMP,C1,box,NA,41.81,62.72,2,GST
SE-UNI274,UNIVERSAL DRAIN PUMP,C1,box,NA,10,62.72,2,GST
SE-UNI277,UNIVERSAL DRAIN PUMP,C1,box,NA,41.81,62.72,2,GST
SE-UNI279,UNIVERSAL DRAIN PUMP,C1,box,NA,59.39,89.09,2,GST
SE-UNI282,UNIVERSAL DRAIN PUMP,C1,box,NA,59.39,89.09,2,GST
SE-UNI011A,UNIVERSAL ELECTRIC DRAIN PUMP,C1,box,NA,72.72,109.09,2,GST
SE-RF039L,UNIVERSAL EVAP MOTOR LOW VOLTAGE,C1,box,NA,59.39,89.09,2,GST
SE-SE161,UNIVERSAL JUNCTION BOX,C1,box,NA,5.5,26.36,2,GST
QT-RF785,UNIVERSAL OVEN FAN MOTOR,C1,box,NA,59.39,89.09,2,GST
GLO-UN160T,UNIVERSAL TIMER,C1,box,NA,19,62.72,2,GST
GLO-UNI60T,UNIVERSAL TIMER,C1,box,NA,19,80,2,GST
0238477064K,UPPER ROLLER KIT,C1,box,NA,27,35.45,2,GST
SM-694570055,Upper Spray Arm,C1,box,NA,26.6,40.9,2,GST
AS-8073824,Valve Inlet,C1,box,NA,90.58,136.36,2,GST
QT-5221JA2006C] VALVE INLET,VALVE INLET,C1,box,NA,51,108.18,2,GST
SE-FP420148S,VALVE INLET 24V AFTERMARKET,C1,box,NA,12.75,44.54,2,GST
SAM-DC62-00266A,Valve Inlet Cold,C1,box,NA,27.5,41.25,2,GST
SAM-DC62-00217L,Valve Inlet Hot,C1,box,NA,25.31,37.97,2,GST
QT-LGF025,VALVE TRIPLE SOLENOID,C1,box,NA,36,69,2,GST
SM-769350131,VISOR PACK,C1,box,NA,26,26.36,2,GST
SM-824610533,WARNING LIGHT,C1,box,NA,5.54,11.81,2,GST
QT-LGDW003,WASH MOTOR,C1,box,NA,47,100,2,GST
QT-674000600041,WASH PUMP,C1,box,NA,181,181.81,2,GST
ED-12002773,WASHER SPRING KIT,C1,box,NA,999,999,2,GST
QT-4986ED3001A,WASHPUMP SEAL,C1,box,NA,4,4.54,2,GST
ED-WR17X10734,WATER TANK,C1,box,NA,39.85,62.72,2,GST
QT-AJL72910401,WATER TANK,C1,box,NA,37.4,75.45,2,GST
BWG-22003534,Water Valve,C1,box,NA,76.81,115.45,2,GST
FP-427791P,Window Dryer,C1,box,NA,31.5,47.25,2,GST
AR-C00141769,WIRING LOOM ARISTON,C1,box,NA,33.65,50.47,2,GST
NS-360313,VALVE ASSY INLET 90 DEG 10MMID,C1,box,NA,7.27,37.18,2,GST
FP-424353P,VALVE INLET DUAL,C1,box,NA,54.24,81.36,2,GST
QT-WF003,WATER FILTER UNIVERSAL,C1,box,NA,27.27,40.9,2,GST
AH CALL109,A/HOURS CALL OUT 109,C1,box,NA,0,99.09,2,GST
INS,INS REPORT,C1,box,NA,18.18,18.18,2,GST
PH,Postage & Handling,C1,box,NA,18.18,18.18,2,GST
TRAV,TRAVEL CHARGE,C1,box,NA,27.27,27.27,2,GST
AZ-61006079,AZ-Defrost Element & heater,C1,box,NA,44.6,109.09,2,GST
AZ-61006152,61006152 - Defrost & Heater,C1,box,NA,41.36,45.5,2,GST
AZ-DA47-00095E,THERMO FUSE ASSY,C1,box,NA,7.22,7.95,2,GST
BSH-00095253, DOOR SEAL INNER,C1,box,NA,45.44,45.44,2,GST
1 HR LAB,1 hr Labour,C1,box,NA,40,109.09,2,GST
BSH-00746772,Power Module,C1,box,NA,157.49,236.24,2,GST
45 LBR,Labour 45 minutes,C1,box,NA,81.81,81.81,2,GST
NS-ET431121,ET431121- DOOR HINGES IAG,C1,box,NA,34.54,99,2,GST
QT-ACZ34745502,DISPENSER,C1,box,NA,22.71,35.45,2,GST
GLO-GLO32-01,Grill Element (inner),C1,box,NA,45.92,89.09,2,GST
GLO-GLO32-04,Grill Element (outer),C1,box,NA,45.92,89.09,2,GST
90 LBR,1 1/2 Hours Labour,C1,box,NA,0,163.63,2,GST
PRO-IM102-01,Lower Bake Element,C1,box,NA,89.26,131.81,2,GST
EN-674000200031,DIVERTER ASSEMBLY,C1,box,NA,53,80.91,2,GST
EN-674010020004,WATER PRESSURE SWITCH ASSY,C1,box,NA,28.5,44.55,2,GST
SE-WA285852,Drive Coupling Whirlpool,C1,box,NA,8,53.64,2,GST
EN-30143C4021,Omega Fridge Freezer Main PCB,C1,box,NA,373.1,450,2,GST
BWG-4396508,WATER FILTER ASSEMBLY,C1,box,NA,49.5,49.5,2,GST
SM-816210372,Pressure Switch,C1,box,NA,32.19,49.09,2,GST
