Code,Name,Category Code,Unit,Size,Cost,Price,Alert Quantity, Tax Rate Name
SM-814490257,DOOR SWITCH,C1,box,NA,23.28,44.54,2,GST
QT-5215ED3001B,DRAIN HOSE,C1,box,NA,18.18,27.27,2,GST
QT-LGDW025,DRAIN HOSE,C1,box,NA,16,35.45,2,GST
SAM-DD01213A,DRAIN HOSE,C1,box,NA,15.9,35.45,2,GST
SE-W041,DRAIN HOSE,C1,box,NA,18.18,27.27,2,GST
AS-228293,ASKO DRAIN HOSE (no clamp),C1,box,NA,35.56,53.36,2,GST
SE-W040,DRAIN HOSE 2.5M,C1,box,NA,18.18,27.27,2,GST
DS-1740160300,DRAIN HOSE ASSY,C1,box,NA,9.41,26.36,2,GST
NS-0571400166,DRAIN HOSE DW  2.4M Electrolux,C1,box,NA,14.54,30,2,GST
STO-049878,Drain hose DW Electroluc Proffesional,C1,box,NA,36.64,54.96,2,GST
FP-H0120201481,Drain Hose Haier DW,C1,box,NA,16.62,24.94,2,GST
BW-673000900039,Drain Hose,C1,box,NA,23.18,34.77,2,GST
BSH-00611332,DRAIN PUMP,C1,box,NA,49.03,77.27,2,GST
GLO-144978,Drain Pump,C1,box,NA,79,109.09,2,GST
AS-269671,Drain Well,C1,box,NA,52.36,78.54,2,GST
NS-0238477064K,DRAWER WHEELS,C1,box,NA,44,44.54,2,GST
NS-0198300011,DRIVE BELT,C1,box,NA,12.72,26.36,2,GST
NS-1258288-107,Drive Belt Condensor Dryer,C1,box,NA,19,28.5,2,GST
ED-GN136914,Dryer Heating Element Assembly,C1,box,NA,98.36,158.18,2,GST
QT-5834ED2002,DRYING FAN,C1,box,NA,99,99,2,GST
GLO-55.19059.810,Dual Capillary Thermostat,C1,box,NA,61,117.27,2,GST
AR-00110333,DUAL INLET VALVE,C1,box,NA,26.32,44.54,2,GST
AR-C00110333,DUAL INLET VALVE,C1,box,NA,26.32,44.54,2,GST
ED-MA67006009,DUAL INLET VALVE,C1,box,NA,88.55,132.72,2,GST
NS-132441600,DUAL INLET VALVE,C1,box,NA,25.45,50.9,2,GST
QT-W001A,DUAL INLET VALVE,C1,box,NA,23,46.36,2,GST
NS-1526377161,DW LATCH DOOR LOCK,C1,box,NA,58.18,87.27,2,GST
AR-C00115012,EEPROM ARISTON,C1,box,NA,18.64,27.96,2,GST
GLO-50.57071.010,EGO SINGLE HOTPLATE CONTROL,C1,box,NA,29,62.72,2,GST
NS-0214002118,ELECTROLUX FAN MOTOR,C1,box,NA,59.39,89.09,2,GST
BWG-12868515,ELECTRONIC CONTROL,C1,box,NA,146.81,190.9,2,GST
DS-0122400009,ELEMENT,C1,box,NA,59.39,89.09,2,GST
GLO-062066004,ELEMENT,C1,box,NA,15,89.09,2,GST
GLO-74X2398,ELEMENT,C1,box,NA,15,109.09,2,GST
SE-DWV110,ELEMENT,C1,box,NA,41.81,62.72,2,GST
SE-DWV115,ELEMENT,C1,box,NA,41.81,62.72,2,GST
NS-0353300002,ELEMENT & THERMOSTAT ASSY,C1,box,NA,50,80.9,2,GST
NS-0122004420,ELEMENT 15OOW SMALL,C1,box,NA,31.81,62.72,2,GST
NS-0122004421,ELEMENT 2000W LARGE,C1,box,NA,35.45,71.18,2,GST
NS-374063622,ELEMENT CERAMIC RH FRONT,C1,box,NA,40.9,62.72,2,GST
GLO-4800338,"ELEMENT COIL 8\ 2050W""",C1,box,NA,18,62.72,2,GST
GLO-EF20.40985.010,ELEMENT FAN 2100W,C1,box,NA,98,98,2,GST
GLO-1011510,Element Fan Force,C1,box,NA,20,89.09,2,GST
GLO-20.40411.010,Element Fan Force,C1,box,NA,21.7,89.09,2,GST
GLO-GL081-02,ELEMENT FAN FORCE,C1,box,NA,33,98,2,GST
GLO-20.35141.000,Element fan force 2200W,C1,box,NA,16,80.91,2,GST
GLO-20.35142.000,ELEMENT LOWER,C1,box,NA,29,89.09,2,GST
GLO-81078,ELEMENT OVEN 1800W,C1,box,NA,24.6,62.72,2,GST
SE-WO35E,ELTEK INLET VALVE 16L/MIN,C1,box,NA,10,44.54,2,GST
SE-WV021V,ELTEK INLET VALVE 4L,C1,box,NA,8,44.54,2,GST
WV021V,ELTEK INLET VALVE 4L,C1,box,NA,8,44.54,2,GST
SE-WV020V,ELTEK INLET VALVE 7 L,C1,box,NA,9,44.54,2,GST
FP-521407,END CAP WHITE,C1,box,NA,22.72,22.72,2,GST
GLO-MS4-217,ENERGY REG (TS4-217c) 0534001642,C1,box,NA,29.4,44.54,2,GST
GLO-M32314,ENERGY REGULATOR,C1,box,NA,35.5,62.72,2,GST
GLO-MP101K,Energy Regulator,C1,box,NA,10,49,2,GST
HAP-601001006,ENERGY REGULATOR,C1,box,NA,47.33,71.81,2,GST
NS-M55314K (MS101),ENERGY REGULATOR,C1,box,NA,29,62.72,2,GST
SE-BT-404B EURO FIT BRUSHES 4MM THICK,EURO FIT BRUSHES 4MM THICK,C1,box,NA,15,69,2,GST
SE-T-404B,EURO FIT BRUSHES 4MM THICK,C1,box,NA,15,69,2,GST
SE-BT-404A EURO FIT BRUSHES 5MM THICK,Euro Fit Brushes 5mm thick,C1,box,NA,15,69,2,GST
SE-RFSM-998,EVAP FAN KIT UNIVERSAL,C1,box,NA,72.72,109.09,2,GST
BW-4389148,Evap Fan Mtr 2154976 Whirl,C1,box,NA,66.81,100.22,2,GST
BWG-61002107,EVAP MOTOR,C1,box,NA,135,208.18,2,GST
SE-FP001B],F & P 12V COLD/HOT VALVE 90 DEG,C1,box,NA,8.5,44.54,2,GST
GLO-A/458/34,FAN ELEMENT,C1,box,NA,27.6,89.09,2,GST
GLO-FE20.40985.010,FAN ELEMENT,C1,box,NA,25,89.09,2,GST
GLO-GL0101-01,FAN ELEMENT,C1,box,NA,59.39,89.09,2,GST
GLO-GLO101-01,FAN ELEMENT,C1,box,NA,30,89.09,2,GST
GLO-GLO11-01,FAN ELEMENT,C1,box,NA,22,89.09,2,GST
SE-W081,DRAIN HOSE FOR LG 24MM OUTLET 1 90DEEG,C1,box,NA,2.75,18.18,2,GST
QT-S215ED3001A,DRAIN HOSE SUMP,C1,box,NA,9.09,13.63,2,GST
SE-UNI204A,DRAIN PUMP BAYONET 3 TAB,C1,box,NA,84.84,127.27,2,GST
GLO-165261,DRAIN PUMP BOSCH,C1,box,NA,66.66,100,2,GST
SE-HO51,DRAIN PUMP ELECTRIXC HOOVER,C1,box,NA,72.72,109.09,2,GST
QT-EAU61383505,DRAIN PUMP LG,C1,box,NA,41.81,62.72,2,GST
QT-PMP230 ASKOLL,DRAIN PUMP MAGNETIC,C1,box,NA,41.81,62.72,2,GST
SE-SP083B,DRAIN PUMP SYNDRONIS,C1,box,NA,72.72,109.09,2,GST
BSH-439491,DRIVE BELT,C1,box,NA,41.81,62.72,2,GST
SAM-6602-001497,DRIVE BELT,C1,box,NA,29.69,44.54,2,GST
SE-M225,DRIVE BELT,C1,box,NA,12.12,18.18,2,GST
SE-MY131,DRIVE BELT,C1,box,NA,29.69,44.54,2,GST
SE-SP083,ELECTRIC DRAIN PUMP,C1,box,NA,59.39,89.09,2,GST
SE-SP080,ELECTRIC DRAIN PUMP NO FITTING,C1,box,NA,72.72,109.09,2,GST
AN-YL6133624,ELECTRONIC LED LIGHTING,C1,box,NA,110.25,0,2,GST
SE-RF172,"ELEMENT GLASS 12\ WHIRLPOOL/SAMSUNG""",C1,box,NA,59.39,89.09,2,GST
SE-GH-WRZ,ELEMENT GLASS UNI GE SBS,C1,box,NA,85.15,127.72,2,GST
SE-GH-WR3,ELEMENT GLASS UNI SBS GE,C1,box,NA,72.72,109.09,2,GST
GLO-GLO32-03,ELEMENT LOWER,C1,box,NA,44,78.5,2,GST
QT-880495,EVAP CHASSIS PANEL,C1,box,NA,62,62.72,2,GST
QT-883992,EVAP CHASSIS PANEL KIT,C1,box,NA,62,62.72,2,GST
QT-EAU60694507,EVAP FAN MOTOR,C1,box,NA,78.18,117.27,2,GST
SAM-DA31-10109G,EVAP FAN MOTOR,C1,box,NA,41.81,62.72,2,GST
SE-FP877730,EVAP FAN MOTOR,C1,box,NA,41.81,62.72,2,GST
QT-4680JK1002E,EVAP FAN MOTOR 3 WIRE,C1,box,NA,59.39,89.09,2,GST
QT-4680JB1019T,EVAP FAN MOTOR PCB,C1,box,NA,59.39,89.09,2,GST
QT-4681JB1031T,EVAP FAN MOTOR WITH RELAY,C1,box,NA,59.39,89.09,2,GST
SAM-DA96-00013Y,EVAPORATOR DEFROST ELEMENT ASSY,C1,box,NA,66.66,100,2,GST
PR-MSNFANMA019WRWO,FAN BLADE,C1,box,NA,7.52,15.45,2,GST
GLO-1976,FAN ELEMENT,C1,box,NA,25,62.72,2,GST
GLO-20.35050.030,FAN ELEMENT,C1,box,NA,25.5,89.09,2,GST
GLO-20.35149.000A,FAN ELEMENT,C1,box,NA,16,89.09,2,GST
GLO-20.35149.000B,FAN ELEMENT,C1,box,NA,16,89.09,2,GST
GLO-20.40655.000,FAN ELEMENT,C1,box,NA,24,89.09,2,GST
GLO-20.41105.000,FAN ELEMENT,C1,box,NA,25.5,89.09,2,GST
GLO-20.41212.000,FAN ELEMENT,C1,box,NA,21.81,62.72,2,GST
GLO-806890656,FAN ELEMENT,C1,box,NA,23,62.72,2,GST
QT-KMCK006,FAN ELEMENT,C1,box,NA,49,109.09,2,GST
GLO-806890593,FAN ELEMENT 1550W,C1,box,NA,40.2,89.09,2,GST
GLO-20.35168.000,FAN ELEMENT 1800W,C1,box,NA,41.81,62.72,2,GST
SE-SE101,FAN ELEMENT 2150W,C1,box,NA,41.81,62.72,2,GST
GLO-20.35149.000,FAN ELEMENT 22004 NO PLATE,C1,box,NA,41.81,62.72,2,GST
GLO-20.35130.000,FAN ELEMENT 2200W,C1,box,NA,29.69,44.54,2,GST
QT-E800B,FAN ELEMENT 2300W,C1,box,NA,59.39,89.09,2,GST
SE-05085,FAN ELEMENT 2300W 2 LOOP,C1,box,NA,60.6,90.9,2,GST
SE-SE165,FAN ELEMENT 2300W TRIPPLE LOOP,C1,box,NA,59.39,89.09,2,GST
GLO-20.4105.000,FAN ELEMENT 2400W,C1,box,NA,59.39,89.09,2,GST
SE-1976,FAN ELEMENT 2400W,C1,box,NA,59.39,89.09,2,GST
SE-SEI09,FAN ELEMENT 2400W,C1,box,NA,41.81,62.72,2,GST
ST-10252,FAN ELEMENT 2400W,C1,box,NA,98,98,2,GST
SE-EU011,FAN ELEMENT 2400W LONG NECK,C1,box,NA,59.39,89.09,2,GST
SE-EU012,FAN ELEMENT 2500W LONG NECK,C1,box,NA,59.39,89.09,2,GST
GLO-GLO21-02,FAN ELEMENT 2600W,C1,box,NA,32,89.09,2,GST
SM-80689065,FAN ELEMENT 2700W TRIPLE LOOP,C1,box,NA,59.39,89.09,2,GST
IL-A-458-34,Fan Element Ilve Oven,C1,box,NA,86.36,129.54,2,GST
GLO-GB120000,FAN ELEMNT,C1,box,NA,32.7,89.09,2,GST
GLO-EFC200158,FAN KIT,C1,box,NA,27.5,89.09,2,GST
NS-1436179,FAN MOTOR,C1,box,NA,59.39,89.09,2,GST
TEC-9008100,Fan motor (RHS),C1,box,NA,70.45,106.36,2,GST
NS-1434362,FAN MOTOR AC 6.7W 240V RJ212S,C1,box,NA,31.81,62.72,2,GST
GLO-EFC200157,FAN MOTOR KIT,C1,box,NA,59.39,89.09,2,GST
GLO-OA2010,FAN MOTOR KIT,C1,box,NA,31,89.09,2,GST
BWG-61001935,FAN/BLADE,C1,box,NA,15.45,26.36,2,GST
BSH-00439671,FASTENING RING,C1,box,NA,4.04,9.09,2,GST
NS-1170958209,FILL VALVE,C1,box,NA,31.81,53.63,2,GST
FP-420016P,Filter Connector Kit,C1,box,NA,7.8,13.63,2,GST
AN-X0000051,Filter Inline Water Kit,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ANDI-CO,2,GST
QT-6201EC2002K,FILTER PCB RFI MODULE LG,C1,box,NA,21,42,2,GST
FP-374048P,FLAP HEATER,C1,box,NA,999,999,2,GST
SE-W072A,FLEXI HOSE OUTLET 1.8M ELBO DW GREY,C1,box,NA,6.25,26.36,2,GST
SE-WO73A,FLEXIABLE HOSE OUTLET 2.5M,C1,box,NA,7,26.36,2,GST
DS-I674006000003,Flow Meter,C1,box,NA,27.73,55.46,2,GST
DS-I674006100000,Flow Meter,C1,box,NA,19.26,38.52,2,GST
BWG-481010496682,FLOW METER/WEIR ASSY,C1,box,NA,71.81,108.18,2,GST
NS-0081203001,FRAME FILTER,C1,box,NA,13.63,25.45,2,GST
BSH-00366232,FRAME WINDOW,C1,box,NA,41.31,59.09,2,GST
FP-818780P,FREEZER DOOR HANDLE,C1,box,NA,46.88,70,2,GST
FP-818780P,FREEZER DOOR HANDLE,C1,box,NA,46.88,70,2,GST
QT-306095P,FREEZER FAN KIT,C1,box,NA,109,109.09,2,GST
SM-30151915900,FREEZER FAN MOTOR,C1,box,NA,30.25,89.09,2,GST
SM-530151915900,FREEZER FAN MOTOR,C1,box,NA,30.25,89.09,2,GST
BW-851682,FRIDGE bulb whirl 40W ES,C1,box,NA,16,21.81,2,GST
FP-818779P,FRIDGE DOOR HANDLE,C1,box,NA,59.54,89.09,2,GST
SM-763739853,FRONT PANEL,C1,box,NA,156.94,23.54,2,GST
FP-525010,FRONT PANEL PIN,C1,box,NA,2.33,5.25,2,GST
QT-22001920,Fuse,C1,box,NA,7.26,35.45,2,GST
ED-MA026,FUSE MAYTAG T/LOADER,C1,box,NA,26.36,26.36,2,GST
AS-200517,Gasket,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ASKO APPLIANCES (AUST) PTY LTD,2,GST
GLO-361127,GASKET,C1,box,NA,89.09,89.09,2,GST
AS-200361,Gasket Pressure Switch,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ASKO APPLIANCES (AUST) PTY LTD,2,GST
ED-WR51x10023,GE Defrost heater Harness Assy,C1,box,NA,133.38,200,2,GST
WR09X10050,GE Refrigerator Damper and Gasket Assy,C1,box,NA,110.21,171.81,2,GST
NS-0255003460,GLASS OVEN DOOR INNER,C1,box,NA,60,90,2,GST
ED-67003741,GLOBE DISPENSER,C1,box,NA,10.47,15.45,2,GST
QUAL-6912JB2004L,GLOBES,C1,box,NA,9.5,26.36,2,GST
ED-61003602,GLOBES FRIDGE,C1,box,NA,16.51,22.72,2,GST
IL-A/094/75,GRILL DOOR SEAL,C1,box,NA,21.6,35.45,2,GST
GLO-806890469,Grill Element,C1,box,NA,52.8,89.09,2,GST
GLO-VU82C000,GRILL ELEMENT,C1,box,NA,17,44.54,2,GST
TEC-PA210008002,Grill Element,C1,box,NA,55.4,89.09,2,GST
IL-A-458-38,Grill Element ILVE Oven,C1,box,NA,99,148.5,2,GST
TEC-B60100,Grill Element TECHNIKA SNG 10CM PLATE,C1,box,NA,57.2,85.8,2,GST
GLO-GLO12-01,Grill Element TECHNIKA SNG 10CM PLATE B60100,C1,box,NA,37,81.4,2,GST
SE-W072,FLEX HOSE OUTLET 1.8M 90D ELBO D/W BLK,C1,box,NA,7.1,26.36,2,GST
SE-W056,FLEX HOSE OUTLET INDESIT ARISTON 30MM,C1,box,NA,8,26.36,2,GST
SE-W073A,FLEXIBLE HOSE OUTLET 2.5M 90D ELBO,C1,box,NA,5.85,26.36,2,GST
END-104029,FLURO TUBE,C1,box,NA,28.26,44.54,2,GST
AR-FREIGHT,AR-FREIGHT,C1,box,NA,11.36,0,2,GST
AS-FREIGHT,AS-FREIGHT,C1,box,NA,13.7,0,2,GST
BWG-FREIGHT,BWG-FREIGHT,C1,box,NA,13.63,0,2,GST
CAM-FREIGHT,CAM-FREIGHT,C1,box,NA,22.72,22.72,2,GST
DS-FREIGHT,DS-FREIGHT,C1,box,NA,12,12,2,GST
END-Freight,END-Freight,C1,box,NA,13.64,13.64,2,GST
EN-FREIGHT,EN-FREIGHT,C1,box,NA,18.18,29,2,GST
FP-FREIGHT,FP-FREIGHT,C1,box,NA,13.63,0,2,GST
GAF-FREIGHT,GAF-FREIGHT,C1,box,NA,9.09,9.09,2,GST
GLO-FREIGHT,GLO-FREIGHT,C1,box,NA,15,15,2,GST
HAP-FREIGHT,HAP-FREIGHT,C1,box,NA,10.9,10.9,2,GST
NS-FREIGHT,NS-FREIGHT,C1,box,NA,13.63,69,2,GST
PR-FREIGHT,PR-FREIGHT,C1,box,NA,8.5,8.5,2,GST
QT-FREIGHT,QT-FREIGHT,C1,box,NA,6,6,2,GST
SAM-FREIGHT,SAM-FREIGHT,C1,box,NA,18.18,18.18,2,GST
SE-FREIGHT,SE-FREIGHT,C1,box,NA,20,20,2,GST
SM-FREIGHT,SM-FREIGHT,C1,box,NA,10.9,10.9,2,GST
TEC-FREIGHT,TEC-FREIGHT,C1,box,NA,18.18,18.18,2,GST
SAM FREIGHT,Freight Charges,C1,box,NA,18.18,18.18,2,GST
SAM-DC64-01602A,Gasket Door,C1,box,NA,49.59,80.9,2,GST
NS-132144611,GASKET DOOR ELECTROLUX,C1,box,NA,40,71.81,2,GST
END-104027,GEAR TRAPS,C1,box,NA,34.96,53.63,2,GST
QT-B017,GRI BELTS,C1,box,NA,12.12,18.18,2,GST
SAM-DA63-01701A,Grommett Water Fill,C1,box,NA,8.83,13.63,2,GST
BWG-205000,Guide & Spring Kit,C1,box,NA,39.09,59.09,2,GST
NS-205000,GUIDE AND SPRING KIT,C1,box,NA,39.09,65,2,GST
QT-4975ED2001B,GUIDE ASSY,C1,box,NA,999,999,2,GST
QT-3650EN3005A,HANDLE,C1,box,NA,29,29,2,GST
BSH-00436771,HANDLE ASSY BOSCH OVEN,C1,box,NA,163.79,212.92,2,GST
NS-147146400,Handle Door,C1,box,NA,16.36,32.72,2,GST
FP-522896,HANDLE FP DISHDRAWER 605,C1,box,NA,999,999,2,GST
SM-764730231,HANDLE LEVER,C1,box,NA,5.41,10.9,2,GST
FP-881391,HANDLE SUPPORT,C1,box,NA,1.31,2.72,2,GST
FP522536,HARNESS CHASSIS LOWER DD60,C1,box,NA,48.42,72.63,2,GST
FP-522537,HARNESS CHASSIS UPPER DD605,C1,box,NA,51.13,76.69,2,GST
QT-EAD48169125,harness multi LG,C1,box,NA,46.36,69.54,2,GST
BS-680319,Heat Exchanger Weir Chamber,C1,box,NA,121.03,181.55,2,GST
FP-821727P,HEATER DEFROST KIT,C1,box,NA,53.38,109.09,2,GST
QT-806890373,HEATER ELEMENT,C1,box,NA,89,89.09,2,GST
QT-5300JB1090B,HEATER SHEATH,C1,box,NA,98,98,2,GST
AS-251334,Heating Element,C1,box,NA,85.79,129.09,2,GST
NS-C059008X,HEATING ELEMENT,C1,box,NA,33.63,50.9,2,GST
SAM-DC47-00013B,HEATING ELEMENT,C1,box,NA,26.35,52.72,2,GST
NS-0122400012,HEATING ELEMENT INLINE,C1,box,NA,34.45,62.72,2,GST
GLO-50222913-00-1,Hinge Support Blanco,C1,box,NA,5.5,8.25,2,GST
BSH-00171269,HINGE WINDOW,C1,box,NA,15.29,26.36,2,GST
NS-305379325,HOB GLASS FRAME ASSY,C1,box,NA,210,302.5,2,GST
NS-1520645019,Holder Push Button,C1,box,NA,4.54,9.09,2,GST
AS-228042,HOSE CIRCULATION,C1,box,NA,9.55,14.54,2,GST
AS-700422,Hose Drain,C1,box,NA,36.06,54.09,2,GST
SAM-DC62-00217AL,HOT INLET VALVE,C1,box,NA,26.84,53.63,2,GST
GLO-EF12.14463.183,HOTPLATE 145 DIA 1500W/240V,C1,box,NA,25,80.9,2,GST
GLO-EF12.18463.183,Hotplate 180 DIA 2000W/240V,C1,box,NA,26.5,80.9,2,GST
EN-79X8186,HOTPLATE REAR (R),C1,box,NA,294.7,381.81,2,GST
QT-AEN34744301,HOUSING ASSEMBLY DETERGENT,C1,box,NA,7.7,15.4,2,GST
NS-1441920,HOUSING CONTROL ELECTRONIC BJ426,C1,box,NA,180,270,2,GST
BWG-67001964,ICE FLAP,C1,box,NA,15.45,30.9,2,GST
ED-WR62X10020,ICE FLAP SOLENOID,C1,box,NA,54.95,89.09,2,GST
BWG-W10190972,ICE MAKER,C1,box,NA,99.54,153.63,2,GST
QUAL-5989JA1002A,ICE MAKER,C1,box,NA,73.59,110.9,2,GST
SAM-DA97-00258K,Ice Maker Assembly,C1,box,NA,69.68,104.54,2,GST
AN-YL7433367,Ice Maker Tray plastic Leibher,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ANDI-CO,2,GST
AN-YL9590335,Ice Tray/Ice Tray sensor Cover Kit,C1,box,NA,,,2,GST
,,C1,box,NA,TRUE,ANDI-CO,2,GST
NS-0197300040,IDLER PULLEY,C1,box,NA,21.81,35.45,2,GST
GLO-A/028/45,ILVE DOOR HINGE,C1,box,NA,29.5,62.72,2,GST
A29A,INDICATOR LIGHT LARGE 12MM,C1,box,NA,3.2,12.72,2,GST
GLO-A30A,INDICATOR LIGHT RED,C1,box,NA,3.2,12.72,2,GST
SE-SE29,INDICATOR RED 9000 12C,C1,box,NA,3.2,12.72,2,GST
GLO-A29,INDICATOR RED 9000 LIGHT,C1,box,NA,3.2,12.72,2,GST
DS-1746122024,INLAY & CONTROL PANEL,C1,box,NA,77.59,117.27,2,GST
NS-0571400031,INLET HOSE,C1,box,NA,13.63,30,2,GST
SE-W045,INLET HOSE,C1,box,NA,9.09,13.63,2,GST
QT-W045G,INLET HOSE 1.5M,C1,box,NA,9.09,13.63,2,GST
SE-W045A,INLET HOSE 2M,C1,box,NA,9.09,13.63,2,GST
NS-1448731,Inlet Valve,C1,box,NA,81.81,122.72,2,GST
SE-WV021VA,INLET VALVE,C1,box,NA,29.69,44.54,2,GST
SE-WV022V,INLET VALVE 180 DEG,C1,box,NA,41.81,62.72,2,GST
SE-WV023V,INLET VALVE 3.7L,C1,box,NA,10,44.54,2,GST
QT-5221EA2001A,INLET VALVE ASSY,C1,box,NA,41.81,62.72,2,GST
NS-132441612,INLET VALVE ASSY - SOLENOID VALVE 2-WAY/FLOWMETER Electrolux,C1,box,NA,31.81,54.54,2,GST
QT-5221ED1002C,INLET VALVE ASSY COLD,C1,box,NA,41.81,62.72,2,GST
QT-5220FR1280G,INLET VALVE ASSY HOT,C1,box,NA,41.81,62.72,2,GST
BSH-167025,INLET VALVE BOSCH,C1,box,NA,41.81,62.72,2,GST
GAF AWM800 WATER VALVE COLD,INLET VALVE COLD,C1,box,NA,40.9,61.81,2,GST
SAM-DD81-01211A,Inlet Valve Hose Assembly,C1,box,NA,60.23,120,2,GST
GAF-AWM800 WATER VALVE HOT,INLET VALVE HOT,C1,box,NA,40.9,61.81,2,GST
FP-421175P,INLET VALVE QUAD,C1,box,NA,87.5,135.44,2,GST
BSH-168653,INLET VALVE SINGLE,C1,box,NA,53.93,80.9,2,GST
SAM-DC62-00217K,INLET VALVE SINGLE,C1,box,NA,41.81,62.72,2,GST
SM-693050122,INLET VALVE SINGLE,C1,box,NA,41.81,62.72,2,GST
BSH-00478073,INNER DOOR,C1,box,NA,294.29,420,2,GST
NS-0038001873,INNER DOOR ASSY INC HINGES,C1,box,NA,92.72,162.72,2,GST
NS-0038001859,INNER DOOR WITH HINGES,C1,box,NA,60,102,2,GST
AR-C00085194,INTERLOCK ARISTON,C1,box,NA,19.14,28.71,2,GST
SE-UNI093,INTERLOCK DOOR,C1,box,NA,62,62.72,2,GST
SAM-DC64-00653A,INTERLOCK F/LOADER SAMSUNG,C1,box,NA,44,44.54,2,GST
SE-UNI102,INTERLOCK SAMSUNG,C1,box,NA,62,62,2,GST
QT-6912JB2004E] Internal Light,Internal Light,C1,box,NA,22,89.09,2,GST
SE-FP502220A,KIT LEVER OUT OF BALANCE,C1,box,NA,9.09,13.63,2,GST
ED-32X1853,KLEENMAID DISHWASHER DOOR STRINGS 2 PACK,C1,box,NA,21.32,40.9,2,GST
GLO-BU-KN KIT BLACK,KNOB CONTROL UNIVERSAL BLACK,C1,box,NA,5,13.63,2,GST
GLO-WU-KN KIT BLACK,KNOB CONTROL UNIVERSAL BLACK,C1,box,NA,5,13.63,2,GST
GLO-WU-KN KIT,KNOB CONTROL UNIVERSAL WHITE,C1,box,NA,5,13.63,2,GST
FP-522006,HARNES AND FAN ASSY,C1,box,NA,47.87,71.81,2,GST
NS-1441000,HEATER DEFROST ELEMENT,C1,box,NA,30,98,2,GST
ED-WR51X10021,HEATER HARNESS DEFROST ASSY,C1,box,NA,133.33,200,2,GST
ED-WR13X10020,HINGE & CAM RISER BOTTOM REFRIGERATOR,C1,box,NA,43.28,95.16,2,GST
AS-252018,HOSE CLIP,C1,box,NA,9.55,29.09,2,GST
SE-W046,HOSE INLET 2.5M GREY PALSTIC HOT/COLD,C1,box,NA,6.6,20,2,GST
INK-QI-H60BXL,HP REMANUFACTURED CC641WN BLACK XL 12ML,C1,box,NA,8,8,2,GST
INK-QI-H60CXL,HP REMANUFACTURED CC644WN-COLOUR XL 11ML,C1,box,NA,4,4,2,GST
SAM-DA98-00258K,ICE MAKER (8 PIN),C1,box,NA,56.62,0,2,GST
GLO-424099,Impellar Bosch,C1,box,NA,22,49,2,GST
QT-W123,INLET HOSE 1.2M,C1,box,NA,9.09,13.63,2,GST
PR-672030099107,INLET HOSE ASSY,C1,box,NA,49.21,77.27,2,GST
QT-VAL03,INLET VALVE DUAL 180DEG,C1,box,NA,29.69,44.54,2,GST
SE-W035,INLET VALVE SINGLE 90DEG,C1,box,NA,29.69,44.54,2,GST
QT-W025W,INLET VALVE SINGLW,C1,box,NA,41.81,62.72,2,GST
AN-YS9666306400,INNER GLASS,C1,box,NA,999,999,2,GST
FP-460547P,JOCKEY PULLEY,C1,box,NA,12.12,18.18,2,GST
SE-BT-405,KIT BRUSH UNIVERSAL,C1,box,NA,80,80.9,2,GST
SE-BT-416,KIT BRUSH UNIVERSAL,C1,box,NA,80,80.9,2,GST
ED-KS35517,KLEENMAID SPEED QUEEN WASHING MACHINE DRIVE BELT,C1,box,NA,21.95,56.36,2,GST
GLO-FV11A000,Large Coil Element 0122004334,C1,box,NA,23.5,44.54,2,GST
BSH-00173251,LATCH,C1,box,NA,11.69,22.72,2,GST
PR-NPCNRAE136513,LATCH DOOR FRIDGE PANASONIC,C1,box,NA,4.62,6.93,2,GST
FP-521810,LATCH KIT BLACK,C1,box,NA,44.54,44.54,2,GST
BWG-22004238,LCD CONSOLE/MEMBRANE,C1,box,NA,281.81,366.36,2,GST
AN-YT482057,LENS,C1,box,NA,3.28,8.18,2,GST
FP-521556,LENSE KIT,C1,box,NA,9.09,9.09,2,GST
QT-EBR35457004,LG Dishwasher Display PCB,C1,box,NA,48,74.55,2,GST
QT-LGF032,LG Frontloader Door retainer front,C1,box,NA,3.8,9.09,2,GST
NS-ES6056,LID LOCK DAUGHTER BOARD,C1,box,NA,59.39,89.09,2,GST
QT-ES8084,LID SWITCH NEW STYLE,C1,box,NA,41.81,62.72,2,GST
FP-420429,LIDLOCK & HARNESS ASSY,C1,box,NA,59.39,89.09,2,GST
GLO-E14-15W,LIGHT BULB 15W,C1,box,NA,2.5,9.09,2,GST
GLO-E514-15W,LIGHT BULB 15W,C1,box,NA,2.5,13.63,2,GST
GLO-E14-25W,LIGHT BULB 25W,C1,box,NA,2.5,9.09,2,GST
GLO-E514,LIGHT BULB 25W,C1,box,NA,2.5,13.63,2,GST
ED-67004433,LIGHT COVER FREEZER,C1,box,NA,13.43,26.36,2,GST
FP-528437,LINK SUPPORT KIT,C1,box,NA,35.75,53.63,2,GST
GLO212622,"GLO212622, Lower Bake Element",C1,box,NA,125,187.5,2,GST
GLO-482290,"GLO-482290, LOWER BAKE ELEMENT",C1,box,NA,41.5,89.09,2,GST
GLO-VF61D000,"GLO-VF61D000, LOWER BAKE ELEMENT",C1,box,NA,26.36,62.72,2,GST
